Date,Hour,Rank,Topic,Volume
2019-01-07,07:36,1,#MondayMotivation,105.869
2019-01-07,07:36,2,#MondayMorning,14.666
2019-01-07,07:36,3,#TODAYPuppyParty,0
2019-01-07,07:36,4,#mondaythoughts,0
2019-01-07,07:36,5,#ThingsNotFoundInMyCar,0
2019-01-07,07:36,6,Monday of 2019,0
2019-01-07,07:36,7,Good Monday,0
2019-01-07,07:36,8,justice ruth bader ginsburg,0
2019-01-07,07:36,9,Victory Monday,0
2019-01-07,07:36,10,College Football Hall of Fame,0
2019-01-07,08:01,1,#MondayMotivation,111.587
2019-01-07,08:01,2,#MondayMorning,15.997
2019-01-07,08:01,3,#TODAYPuppyParty,0
2019-01-07,08:01,4,#mondaythoughts,0
2019-01-07,08:01,5,#ThingsNotFoundInMyCar,0
2019-01-07,08:01,6,Justice Ruth Bader Ginsburg,0
2019-01-07,08:01,7,Monday of 2019,0
2019-01-07,08:01,8,College Football Hall of Fame,0
2019-01-07,08:01,9,Good Monday,0
2019-01-07,08:01,10,Victory Monday,0
2019-01-07,08:31,1,#MondayMotivation,119.346
2019-01-07,08:31,2,#MondayMorning,17.453
2019-01-07,08:31,3,#TODAYPuppyParty,0
2019-01-07,08:31,4,#mondaythoughts,0
2019-01-07,08:31,5,#ThingsNotFoundInMyCar,0
2019-01-07,08:31,6,College Football Hall of Fame,0
2019-01-07,08:31,7,Justice Ruth Bader Ginsburg,0
2019-01-07,08:31,8,Monday of 2019,0
2019-01-07,08:31,9,Justice Ginsburg,0
2019-01-07,08:31,10,Good Monday,0
2019-01-07,09:06,1,#MondayMotivation,128.591
2019-01-07,09:06,2,#MondayMorning,19.148
2019-01-07,09:06,3,#TODAYPuppyParty,0
2019-01-07,09:06,4,#mondaythoughts,0
2019-01-07,09:06,5,College Football Hall of Fame,0
2019-01-07,09:06,6,#MotivationMonday,0
2019-01-07,09:06,7,Justice Ruth Bader Ginsburg,0
2019-01-07,09:06,8,Monday of 2019,0
2019-01-07,09:06,9,Nantucket,0
2019-01-07,09:06,10,Justice Ginsburg,0
2019-01-07,09:36,1,#MondayMotivation,135.918
2019-01-07,09:36,2,#MondayMorning,20.526
2019-01-07,09:36,3,Kevin Spacey,11.175
2019-01-07,09:36,4,#TODAYPuppyParty,0
2019-01-07,09:36,5,#mondaythoughts,10.482
2019-01-07,09:36,6,#MotivationMonday,0
2019-01-07,09:36,7,College Football Hall of Fame,0
2019-01-07,09:36,8,Nantucket,0
2019-01-07,09:36,9,Monday of 2019,0
2019-01-07,09:36,10,Justice Ruth Bader Ginsburg,11.497
2019-01-07,10:01,1,#MondayMotivation,141.668
2019-01-07,10:01,2,#MondayMorning,21.691
2019-01-07,10:01,3,Kevin Spacey,12.832
2019-01-07,10:01,4,#TODAYPuppyParty,0
2019-01-07,10:01,5,#mondaythoughts,11.162
2019-01-07,10:01,6,#NationalChampionship,18.713
2019-01-07,10:01,7,College Football Hall of Fame,0
2019-01-07,10:01,8,Nantucket,0
2019-01-07,10:01,9,Justice Ruth Bader Ginsburg,13.045
2019-01-07,10:01,10,Monday of 2019,0
2019-01-07,10:31,1,#MondayMotivation,149.083
2019-01-07,10:31,2,Cyntoia Brown,12.918
2019-01-07,10:31,3,#MondayMorning,22.886
2019-01-07,10:31,4,Kevin Spacey,14.678
2019-01-07,10:31,5,#TODAYPuppyParty,0
2019-01-07,10:31,6,#mondaythoughts,11.889
2019-01-07,10:31,7,#NationalChampionship,20.131
2019-01-07,10:31,8,College Football Hall of Fame,0
2019-01-07,10:31,9,Bill Haslam,0
2019-01-07,10:31,10,Nantucket,0
2019-01-07,11:01,1,Cyntoia Brown,44.084
2019-01-07,11:01,2,#MondayMotivation,155.222
2019-01-07,11:01,3,#MondayMorning,23.866
2019-01-07,11:01,4,Kevin Spacey,16.103
2019-01-07,11:01,5,Bill Haslam,17.340
2019-01-07,11:01,6,#mondaythoughts,12.687
2019-01-07,11:01,7,#NationalChampionship,20.956
2019-01-07,11:01,8,#NationalBobbleheadDay,0
2019-01-07,11:01,9,College Football Hall of Fame,0
2019-01-07,11:01,10,tennessee gov,0
2019-01-07,11:31,1,Cyntoia Brown,73.911
2019-01-07,11:31,2,#MondayMotivation,160.901
2019-01-07,11:31,3,Bill Haslam,25.190
2019-01-07,11:31,4,Kevin Spacey,17.306
2019-01-07,11:31,5,#MondayMorning,24.675
2019-01-07,11:31,6,#NationalChampionship,22.190
2019-01-07,11:31,7,#NationalBobbleheadDay,0
2019-01-07,11:31,8,#mondaythoughts,13.358
2019-01-07,11:31,9,Tennessee Gov,0
2019-01-07,11:31,10,College Football Hall of Fame,0
2019-01-07,12:01,1,Cyntoia Brown,97.959
2019-01-07,12:01,2,#MondayMotivation,165.892
2019-01-07,12:01,3,Bill Haslam,30.741
2019-01-07,12:01,4,#NationalBobbleheadDay,11.314
2019-01-07,12:01,5,#NationalChampionship,22.845
2019-01-07,12:01,6,#mondaythoughts,13.991
2019-01-07,12:01,7,Kevin Spacey,18.262
2019-01-07,12:01,8,#MondayMorning,25.497
2019-01-07,12:01,9,Greg Mattison,0
2019-01-07,12:01,10,Tennessee Gov,0
2019-01-07,12:36,1,Cyntoia Brown,122.105
2019-01-07,12:36,2,#MondayMotivation,171.486
2019-01-07,12:36,3,#NationalBobbleheadDay,17.338
2019-01-07,12:36,4,Bill Haslam,35.776
2019-01-07,12:36,5,#MondayMood,0
2019-01-07,12:36,6,#mondaythoughts,14.716
2019-01-07,12:36,7,Greg Mattison,0
2019-01-07,12:36,8,#NationalChampionship,24.162
2019-01-07,12:36,9,Kevin Spacey,19.364
2019-01-07,12:36,10,Tennessee Gov,0
2019-01-07,13:01,1,Cyntoia Brown,135.506
2019-01-07,13:01,2,#MondayMotivation,175.033
2019-01-07,13:01,3,#NationalBobbleheadDay,20.955
2019-01-07,13:01,4,Bill Haslam,38.203
2019-01-07,13:01,5,#MondayMood,0
2019-01-07,13:01,6,Greg Mattison,0
2019-01-07,13:01,7,#mondaythoughts,15.181
2019-01-07,13:01,8,Soldier 76,0
2019-01-07,13:01,9,#NationalChampionship,24.721
2019-01-07,13:01,10,Kevin Spacey,19.964
2019-01-07,13:36,1,Cyntoia Brown,151.794
2019-01-07,13:36,2,#MondayMotivation,179.914
2019-01-07,13:36,3,Soldier 76,0
2019-01-07,13:36,4,#NationalBobbleheadDay,26.173
2019-01-07,13:36,5,#MondayMood,0
2019-01-07,13:36,6,#mondaythoughts,15.844
2019-01-07,13:36,7,Greg Mattison,0
2019-01-07,13:36,8,Bill Haslam,40.898
2019-01-07,13:36,9,#GettingFitAgainStarterPack,0
2019-01-07,13:36,10,Gavin Newsom,0
2019-01-07,14:06,1,Cyntoia Brown,163.234
2019-01-07,14:06,2,#MondayMotivation,183.849
2019-01-07,14:06,3,Soldier 76,12.755
2019-01-07,14:06,4,#NationalBobbleheadDay,29.678
2019-01-07,14:06,5,#MondayMood,0
2019-01-07,14:06,6,#WOLLIV,21.986
2019-01-07,14:06,7,#TheBachelor,0
2019-01-07,14:06,8,Greg Mattison,0
2019-01-07,14:06,9,Gavin Newsom,0
2019-01-07,14:06,10,Bill Haslam,42.709
2019-01-07,14:36,1,Cyntoia Brown,173.391
2019-01-07,14:36,2,Soldier 76,17.851
2019-01-07,14:36,3,#MondayMotivation,187.862
2019-01-07,14:36,4,#NationalBobbleheadDay,32.775
2019-01-07,14:36,5,#5WordResolution,0
2019-01-07,14:36,6,#MondayMood,0
2019-01-07,14:36,7,#TheBachelor,0
2019-01-07,14:36,8,Governor,88.666
2019-01-07,14:36,9,Gavin Newsom,0
2019-01-07,14:36,10,Bill Haslam,44.106
2019-01-07,15:01,1,Cyntoia Brown,180.846
2019-01-07,15:01,2,Soldier 76,22.197
2019-01-07,15:01,3,#NationalBobbleheadDay,35.238
2019-01-07,15:01,4,#MondayMotivation,190.964
2019-01-07,15:01,5,#5WordResolution,0
2019-01-07,15:01,6,#WOLLIV,31.204
2019-01-07,15:01,7,Kliff Kingsbury,0
2019-01-07,15:01,8,#TheBachelor,0
2019-01-07,15:01,9,James Saxon,0
2019-01-07,15:01,10,Governor,90.537
2019-01-07,15:31,1,Soldier 76,27.719
2019-01-07,15:31,2,Cyntoia Brown,188.972
2019-01-07,15:31,3,#5WordResolution,0
2019-01-07,15:31,4,#NationalBobbleheadDay,38.543
2019-01-07,15:31,5,#BoycottTrumpsAddress,21.310
2019-01-07,15:31,6,#MadeMePutMyPhoneAway,0
2019-01-07,15:31,7,Kliff Kingsbury,0
2019-01-07,15:31,8,#WOLLIV,33.084
2019-01-07,15:31,9,James Saxon,0
2019-01-07,15:31,10,Blizzard,27.857
2019-01-07,16:06,1,#BoycottTrumpsAddress,34.302
2019-01-07,16:06,2,Soldier 76,33.807
2019-01-07,16:06,3,#5WordResolution,0
2019-01-07,16:06,4,Cyntoia Brown,197.390
2019-01-07,16:06,5,#NationalBobbleheadDay,41.693
2019-01-07,16:06,6,#MadeMePutMyPhoneAway,0
2019-01-07,16:06,7,#TheBachelor,0
2019-01-07,16:06,8,Kliff Kingsbury,0
2019-01-07,16:06,9,James Saxon,0
2019-01-07,16:06,10,Blizzard,29.789
2019-01-07,16:31,1,#BoycottTrumpsAddress,45.835
2019-01-07,16:31,2,Matt LaFleur,0
2019-01-07,16:31,3,Soldier 76,37.781
2019-01-07,16:31,4,#NationalChampionship,33.573
2019-01-07,16:31,5,#5WordResolution,0
2019-01-07,16:31,6,Cyntoia Brown,201.194
2019-01-07,16:31,7,#NationalBobbleheadDay,44.093
2019-01-07,16:31,8,#TheBachelor,0
2019-01-07,16:31,9,Kliff Kingsbury,0
2019-01-07,16:31,10,James Saxon,0
2019-01-07,17:01,1,#BoycottTrumpsAddress,62.795
2019-01-07,17:01,2,Matt LaFleur,11.717
2019-01-07,17:01,3,#NationalChampionship,35.359
2019-01-07,17:01,4,Clemson,50.232
2019-01-07,17:01,5,Soldier 76,41.994
2019-01-07,17:01,6,#5WordResolution,0
2019-01-07,17:01,7,#NationalBobbleheadDay,46.101
2019-01-07,17:01,8,Cyntoia Brown,206.591
2019-01-07,17:01,9,#TheBachelor,0
2019-01-07,17:01,10,Keith Urban,0
2019-01-07,17:36,1,#BoycottTrumpsAddress,86.872
2019-01-07,17:36,2,#NationalChampionship,39.367
2019-01-07,17:36,3,Clemson,56.910
2019-01-07,17:36,4,Matt LaFleur,14.207
2019-01-07,17:36,5,#RollTide,30.002
2019-01-07,17:36,6,Soldier 76,46.920
2019-01-07,17:36,7,#5WordResolution,0
2019-01-07,17:36,8,#TheBachelor,0
2019-01-07,17:36,9,Cyntoia Brown,212.900
2019-01-07,17:36,10,Corey Lewandowski,0
2019-01-07,18:06,1,#NationalChampionship,44.781
2019-01-07,18:06,2,Clemson,68.018
2019-01-07,18:06,3,#TheBachelor,11.529
2019-01-07,18:06,4,#BoycottTrumpsAddress,108.566
2019-01-07,18:06,5,#RollTide,33.876
2019-01-07,18:06,6,#ALLIN,30.696
2019-01-07,18:06,7,Bama,37.165
2019-01-07,18:06,8,Matt LaFleur,15.709
2019-01-07,18:06,9,Trevor Lawrence,0
2019-01-07,18:06,10,Lee Corso,0
2019-01-07,18:36,1,#NationalChampionship,62.779
2019-01-07,18:36,2,#TheBachelor,26.202
2019-01-07,18:36,3,Clemson,96.122
2019-01-07,18:36,4,#RollTide,41.905
2019-01-07,18:36,5,Bama,50.307
2019-01-07,18:36,6,#CFBChampionship,0
2019-01-07,18:36,7,Pick 6,0
2019-01-07,18:36,8,#ALLIN,37.846
2019-01-07,18:36,9,Colton,12.277
2019-01-07,18:36,10,Trevor Lawrence,0
2019-01-07,19:01,1,#NationalChampionship,77.087
2019-01-07,19:01,2,#TheBachelor,41.408
2019-01-07,19:01,3,Clemson,113.527
2019-01-07,19:01,4,Bama,60.754
2019-01-07,19:01,5,#CFBChampionship,0
2019-01-07,19:01,6,#RollTide,45.729
2019-01-07,19:01,7,#ALLIN,40.734
2019-01-07,19:01,8,Colton,15.804
2019-01-07,19:01,9,Trevor Lawrence,0
2019-01-07,19:01,10,Pick 6,0
2019-01-07,19:31,1,#TheBachelor,61.463
2019-01-07,19:31,2,#NationalChampionship,89.425
2019-01-07,19:31,3,Clemson,135.770
2019-01-07,19:31,4,Bama,74.042
2019-01-07,19:31,5,#CFBChampionship,0
2019-01-07,19:31,6,#RollTide,49.173
2019-01-07,19:31,7,Trevor Lawrence,10.310
2019-01-07,19:31,8,Colton,20.284
2019-01-07,19:31,9,#ALLIN,45.866
2019-01-07,19:31,10,Jalen Hurts,0
2019-01-07,20:04,1,#TheBachelor,79.524
2019-01-07,20:04,2,#NationalChampionship,103.431
2019-01-07,20:04,3,Clemson,163.772
2019-01-07,20:04,4,Bama,93.137
2019-01-07,20:04,5,Trevor Lawrence,17.528
2019-01-07,20:04,6,#CFBChampionship,0
2019-01-07,20:04,7,Jalen Hurts,0
2019-01-07,20:04,8,Imagine Dragons,16.053
2019-01-07,20:04,9,#RollTide,52.080
2019-01-07,20:04,10,Saban,26.931
2019-01-07,20:34,1,Lil Wayne,64.669
2019-01-07,20:34,2,#TheBachelor,95.518
2019-01-07,20:34,3,#NationalChampionship,119.658
2019-01-07,20:34,4,Imagine Dragons,34.718
2019-01-07,20:34,5,Clemson,180.620
2019-01-07,20:34,6,Bama,107.133
2019-01-07,20:34,7,#CFBChampionship,11.757
2019-01-07,20:34,8,Trevor Lawrence,20.901
2019-01-07,20:34,9,Jalen Hurts,10.009
2019-01-07,20:34,10,Saban,36.676
2019-01-07,21:02,1,#NationalChampionship,142.025
2019-01-07,21:02,2,Lil Wayne,69.627
2019-01-07,21:02,3,Bama,144.724
2019-01-07,21:02,4,Clemson,218.341
2019-01-07,21:02,5,#TheBachelor,106.394
2019-01-07,21:02,6,Imagine Dragons,37.227
2019-01-07,21:02,7,#CFBChampionship,15.219
2019-01-07,21:02,8,Trevor Lawrence,30.394
2019-01-07,21:02,9,Saban,50.155
2019-01-07,21:02,10,Justyn Ross,12.109
2019-01-07,21:32,1,Clemson,289.276
2019-01-07,21:32,2,Bama,204.374
2019-01-07,21:32,3,#NationalChampionship,167.657
2019-01-07,21:32,4,Trevor Lawrence,52.224
2019-01-07,21:32,5,#TheBachelor,111.414
2019-01-07,21:32,6,Lil Wayne,73.652
2019-01-07,21:32,7,#CFBChampionship,20.479
2019-01-07,21:32,8,Justyn Ross,25.420
2019-01-07,21:32,9,Saban,74.385
2019-01-07,21:32,10,Imagine Dragons,39.244
2019-01-07,22:07,1,Clemson,375.175
2019-01-07,22:07,2,Bama,241.700
2019-01-07,22:07,3,#NationalChampionship,193.382
2019-01-07,22:07,4,Trevor Lawrence,67.506
2019-01-07,22:07,5,#CFBChampionship,23.809
2019-01-07,22:07,6,Dabo,49.463
2019-01-07,22:07,7,#TheBachelor,115.685
2019-01-07,22:07,8,Lil Wayne,75.805
2019-01-07,22:07,9,Saban,92.979
2019-01-07,22:07,10,#ALLIN,90.095
2019-01-07,22:32,1,Clemson,404.643
2019-01-07,22:32,2,Bama,252.968
2019-01-07,22:32,3,#NationalChampionship,200.940
2019-01-07,22:32,4,Trevor Lawrence,73.155
2019-01-07,22:32,5,#CFBChampionship,24.842
2019-01-07,22:32,6,Dabo,56.342
2019-01-07,22:32,7,#TheBachelor,118.238
2019-01-07,22:32,8,Lil Wayne,77.628
2019-01-07,22:32,9,Saban,92.951
2019-01-07,22:32,10,#ALLIN,98.499
2019-01-07,23:07,1,Clemson,425.649
2019-01-07,23:07,2,Bama,260.082
2019-01-07,23:07,3,#NationalChampionship,207.168
2019-01-07,23:07,4,Trevor Lawrence,77.953
2019-01-07,23:07,5,#CFBChampionship,25.428
2019-01-07,23:07,6,Dabo,60.667
2019-01-07,23:07,7,#TheBachelor,120.810
2019-01-07,23:07,8,#ALLIN,103.996
2019-01-07,23:07,9,Saban,96.679
2019-01-07,23:07,10,Lil Wayne,78.779
2019-01-07,23:37,1,Clemson,436.182
2019-01-07,23:37,2,Bama,264.132
2019-01-07,23:37,3,#NationalChampionship,210.301
2019-01-07,23:37,4,Trevor Lawrence,80.079
2019-01-07,23:37,5,#CFBChampionship,25.648
2019-01-07,23:37,6,Dabo,63.100
2019-01-07,23:37,7,#TheBachelor,122.662
2019-01-07,23:37,8,#ALLIN,106.670
2019-01-07,23:37,9,Saban,98.699
2019-01-07,23:37,10,Lil Wayne,80.112
2019-01-08,00:02,1,Clemson,441.764
2019-01-08,00:02,2,Bama,265.911
2019-01-08,00:02,3,#NationalChampionship,211.576
2019-01-08,00:02,4,Trevor Lawrence,81.422
2019-01-08,00:02,5,#CFBChampionship,25.774
2019-01-08,00:02,6,#TheBachelor,123.957
2019-01-08,00:02,7,Dabo,64.360
2019-01-08,00:02,8,#ALLIN,107.938
2019-01-08,00:02,9,Lil Wayne,80.304
2019-01-08,00:02,10,Saban,99.812
2019-01-08,00:37,1,Clemson,447.416
2019-01-08,00:37,2,Bama,268.073
2019-01-08,00:37,3,#NationalChampionship,213.258
2019-01-08,00:37,4,Trevor Lawrence,82.696
2019-01-08,00:37,5,#CFBChampionship,25.902
2019-01-08,00:37,6,#TheBachelor,125.145
2019-01-08,00:37,7,Dabo,65.356
2019-01-08,00:37,8,#ALLIN,109.172
2019-01-08,00:37,9,Lil Wayne,81.297
2019-01-08,00:37,10,Saban,100.391
2019-01-08,01:02,1,Clemson,450.125
2019-01-08,01:02,2,Bama,268.952
2019-01-08,01:02,3,#NationalChampionship,213.955
2019-01-08,01:02,4,Trevor Lawrence,83.386
2019-01-08,01:02,5,#CFBChampionship,25.970
2019-01-08,01:02,6,Dabo,65.881
2019-01-08,01:02,7,#ALLIN,109.636
2019-01-08,01:02,8,Lil Wayne,81.348
2019-01-08,01:02,9,Saban,100.803
2019-01-08,01:02,10,Justyn Ross,32.536
2019-01-08,01:37,1,Clemson,453.524
2019-01-08,01:37,2,Bama,270.053
2019-01-08,01:37,3,Trevor Lawrence,84.196
2019-01-08,01:37,4,#CFBChampionship,26.141
2019-01-08,01:37,5,Dabo,66.476
2019-01-08,01:37,6,#ALLIN,110.300
2019-01-08,01:37,7,Lil Wayne,82.062
2019-01-08,01:37,8,Saban,101.419
2019-01-08,01:37,9,Justyn Ross,32.754
2019-01-08,01:37,10,Jalen Hurts,18.658
2019-01-08,02:02,1,Clemson,455.085
2019-01-08,02:02,2,Bama,270.539
2019-01-08,02:02,3,Trevor Lawrence,84.565
2019-01-08,02:02,4,Dabo,66.765
2019-01-08,02:02,5,Saban,101.712
2019-01-08,02:02,6,Justyn Ross,32.843
2019-01-08,02:02,7,Cupcakke,49.897
2019-01-08,02:02,8,Christian Wilkins,0
2019-01-08,02:02,9,Kelly Bryant,0
2019-01-08,02:02,10,#NationalChampionship2019,0
2019-01-08,02:32,1,Trevor Lawrence,85.002
2019-01-08,02:32,2,Dabo,67.124
2019-01-08,02:32,3,Justyn Ross,32.959
2019-01-08,02:32,4,Cupcakke,51.641
2019-01-08,02:32,5,Christian Wilkins,0
2019-01-08,02:32,6,Kelly Bryant,0
2019-01-08,02:32,7,congrats to clemson,0
2019-01-08,02:32,8,#ClemsonTigers,0
2019-01-08,02:32,9,#NationalChampionship2019,0
2019-01-08,02:32,10,#MyMiseryIn4Words,0
2019-01-08,03:02,1,Dabo,67.442
2019-01-08,03:02,2,Cupcakke,53.153
2019-01-08,03:02,3,Christian Wilkins,0
2019-01-08,03:02,4,Kelly Bryant,0
2019-01-08,03:02,5,Congrats to Clemson,0
2019-01-08,03:02,6,#MyMiseryIn4Words,0
2019-01-08,03:02,7,#OddEndingsForMyTimeTravel,0
2019-01-08,03:02,8,Suge Knight,0
2019-01-08,03:02,9,#TuesdayThoughts,28.376
2019-01-08,03:02,10,#SportsPhraseInnuendos,0
2019-01-08,03:32,1,Dabo,67.889
2019-01-08,03:32,2,#TuesdayThoughts,30.644
2019-01-08,03:32,3,Cupcakke,54.512
2019-01-08,03:32,4,#mymiseryin4words,0
2019-01-08,03:32,5,#OddEndingsForMyTimeTravel,0
2019-01-08,03:32,6,#SportsPhraseInnuendos,0
2019-01-08,03:32,7,Suge Knight,0
2019-01-08,03:32,8,#TuesdayMotivation,13.763
2019-01-08,03:32,9,Seek the LORD,0
2019-01-08,03:32,10,La La Love,0
2019-01-08,04:07,1,#TuesdayThoughts,33.155
2019-01-08,04:07,2,#TuesdayMotivation,15.213
2019-01-08,04:07,3,#MyMiseryIn4Words,0
2019-01-08,04:07,4,#OddEndingsForMyTimeTravel,0
2019-01-08,04:07,5,Cupcakke,56.147
2019-01-08,04:07,6,Good Tuesday,0
2019-01-08,04:07,7,#SportsPhraseInnuendos,0
2019-01-08,04:07,8,Seek the Lord,0
2019-01-08,04:07,9,Prime-time Trump,0
2019-01-08,04:07,10,La La Love,10.404
2019-01-08,04:37,1,#TuesdayThoughts,35.516
2019-01-08,04:37,2,#TuesdayMotivation,16.643
2019-01-08,04:37,3,#OddEndingsForMyTimeTravel,0
2019-01-08,04:37,4,#MyMiseryIn4Words,0
2019-01-08,04:37,5,Seek the LORD,0
2019-01-08,04:37,6,#SportsPhraseInnuendos,0
2019-01-08,04:37,7,Prime-time Trump,0
2019-01-08,04:37,8,Good Tuesday,0
2019-01-08,04:37,9,Cupcakke,57.862
2019-01-08,04:37,10,Lytle Tunnel,0
2019-01-08,05:02,1,#TuesdayThoughts,37.897
2019-01-08,05:02,2,#TuesdayMotivation,18.010
2019-01-08,05:02,3,#MyMiseryIn4Words,0
2019-01-08,05:02,4,#OddEndingsForMyTimeTravel,0
2019-01-08,05:02,5,Prime-time Trump,0
2019-01-08,05:02,6,Seek the Lord,0
2019-01-08,05:02,7,#ConvoKillers,0
2019-01-08,05:02,8,Good Tuesday,0
2019-01-08,05:02,9,Turkey's Erdogan,0
2019-01-08,05:02,10,Cupcakke,59.430
2019-01-08,05:34,1,#TuesdayThoughts,40.961
2019-01-08,05:34,2,#TuesdayMotivation,19.627
2019-01-08,05:34,3,#BetterWaysToSayGoodbye,0
2019-01-08,05:34,4,#MyMiseryIn4Words,0
2019-01-08,05:34,5,Prime-time Trump,0
2019-01-08,05:34,6,#TuesdayMorning,0
2019-01-08,05:34,7,Seek the Lord,0
2019-01-08,05:34,8,Good Tuesday,0
2019-01-08,05:34,9,Turkey's Erdogan,0
2019-01-08,05:34,10,Cupcakke,61.708
2019-01-08,06:04,1,#TuesdayThoughts,44.422
2019-01-08,06:04,2,#TuesdayMotivation,21.397
2019-01-08,06:04,3,Prime-time Trump,0
2019-01-08,06:04,4,#BetterWaysToSayGoodbye,0
2019-01-08,06:04,5,#MyMiseryIn4Words,0
2019-01-08,06:04,6,#TuesdayMorning,0
2019-01-08,06:04,7,Seek the Lord,0
2019-01-08,06:04,8,Good Tuesday,0
2019-01-08,06:04,9,south union township,0
2019-01-08,06:04,10,Sarah Gomez-Lane,0
2019-01-08,06:34,1,#TuesdayThoughts,48.243
2019-01-08,06:34,2,#TuesdayMotivation,23.370
2019-01-08,06:34,3,#BetterWaysToSayGoodbye,0
2019-01-08,06:34,4,#MyMiseryIn4Words,0
2019-01-08,06:34,5,Prime-time Trump,0
2019-01-08,06:34,6,#TuesdayMorning,0
2019-01-08,06:34,7,Seek the Lord,0
2019-01-08,06:34,8,Sarah Gomez-Lane,0
2019-01-08,06:34,9,Good Tuesday,0
2019-01-08,06:34,10,Padraig Harrington,0
2019-01-08,07:04,1,#TuesdayThoughts,52.166
2019-01-08,07:04,2,#TuesdayMotivation,25.291
2019-01-08,07:04,3,#MyMiseryIn4Words,10.164
2019-01-08,07:04,4,#BetterWaysToSayGoodbye,0
2019-01-08,07:04,5,Prime-time Trump,0
2019-01-08,07:04,6,#DavidBowie,17.469
2019-01-08,07:04,7,Seek the Lord,0
2019-01-08,07:04,8,Sarah Gomez-Lane,0
2019-01-08,07:04,9,Padraig Harrington,0
2019-01-08,07:04,10,Dino Doodle,0
2019-01-08,07:29,1,#TuesdayThoughts,55.507
2019-01-08,07:29,2,#TuesdayMotivation,26.936
2019-01-08,07:29,3,#WhoNeedsMoneyWhen,0
2019-01-08,07:29,4,#MyMiseryIn4Words,10.539
2019-01-08,07:29,5,#BetterWaysToSayGoodbye,0
2019-01-08,07:29,6,Prime-time Trump,10.357
2019-01-08,07:29,7,Corey Stewart,0
2019-01-08,07:29,8,Bonnaroo,0
2019-01-08,07:29,9,Sarah Gomez-Lane,0
2019-01-08,07:29,10,Seek the Lord,0
2019-01-08,08:04,1,#TuesdayThoughts,60.355
2019-01-08,08:04,2,#TuesdayMotivation,29.256
2019-01-08,08:04,3,Bonnaroo,0
2019-01-08,08:04,4,#WhoNeedsMoneyWhen,0
2019-01-08,08:04,5,#MyMiseryIn4Words,11.116
2019-01-08,08:04,6,#DavidBowie,21.315
2019-01-08,08:04,7,Prime-time Trump,14.084
2019-01-08,08:04,8,Corey Stewart,0
2019-01-08,08:04,9,Sarah Gomez-Lane,0
2019-01-08,08:04,10,Dragon's Dogma,0
2019-01-08,08:34,1,#TuesdayThoughts,64.891
2019-01-08,08:34,2,#TuesdayMotivation,31.111
2019-01-08,08:34,3,#JungkookDay,78.478
2019-01-08,08:34,4,Bonnaroo,0
2019-01-08,08:34,5,#DavidBowie,23.277
2019-01-08,08:34,6,#WhoNeedsMoneyWhen,0
2019-01-08,08:34,7,Prime-time Trump,16.637
2019-01-08,08:34,8,Oval Office,73.766
2019-01-08,08:34,9,Corey Stewart,0
2019-01-08,08:34,10,Dragon's Dogma,0
2019-01-08,09:04,1,#TuesdayThoughts,70.071
2019-01-08,09:04,2,#TuesdayMotivation,33.110
2019-01-08,09:04,3,#BoycottTrumpPrimeTime,30.052
2019-01-08,09:04,4,#JungkookDay,146.675
2019-01-08,09:04,5,Bonnaroo,10.466
2019-01-08,09:04,6,#DavidBowie,25.159
2019-01-08,09:04,7,Natalia Veselnitskaya,0
2019-01-08,09:04,8,Prime-time Trump,18.974
2019-01-08,09:04,9,Oval Office,76.508
2019-01-08,09:04,10,Sarah Gomez-Lane,0
2019-01-08,09:34,1,#TuesdayThoughts,74.844
2019-01-08,09:34,2,#BoycottTrumpPrimeTime,36.606
2019-01-08,09:34,3,#TuesdayMotivation,35.279
2019-01-08,09:34,4,#JungkookDay,201.900
2019-01-08,09:34,5,Bonnaroo,11.970
2019-01-08,09:34,6,David Bowie,37.144
2019-01-08,09:34,7,#carmensandiegosrealcrime,0
2019-01-08,09:34,8,Natalia Veselnitskaya,0
2019-01-08,09:34,9,Trump Tower,21.186
2019-01-08,09:34,10,Oval Office,80.102
2019-01-08,10:04,1,#TuesdayThoughts,79.721
2019-01-08,10:04,2,#BoycottTrumpPrimeTime,42.762
2019-01-08,10:04,3,#TuesdayMotivation,37.895
2019-01-08,10:04,4,#JungkookDay,246.176
2019-01-08,10:04,5,David Bowie,40.201
2019-01-08,10:04,6,Bonnaroo,13.264
2019-01-08,10:04,7,Natalia Veselnitskaya,13.168
2019-01-08,10:04,8,#CarmenSandiegosRealCrime,0
2019-01-08,10:04,9,Trump Tower,29.447
2019-01-08,10:04,10,Oval Office,82.995
2019-01-08,10:34,1,#TuesdayThoughts,83.933
2019-01-08,10:34,2,#BoycottTrumpPrimeTime,49.431
2019-01-08,10:34,3,#TuesdayMotivation,40.638
2019-01-08,10:34,4,#JungkookDay,283.798
2019-01-08,10:34,5,David Bowie,44.942
2019-01-08,10:34,6,Bonnaroo,14.511
2019-01-08,10:34,7,Trump Tower,36.833
2019-01-08,10:34,8,Natalia Veselnitskaya,17.238
2019-01-08,10:34,9,#CarmenSandiegosRealCrime,0
2019-01-08,10:34,10,Ron DeSantis,0
2019-01-08,11:04,1,#BoycottTrumpPrimeTime,56.538
2019-01-08,11:04,2,#TuesdayThoughts,87.944
2019-01-08,11:04,3,#TuesdayMotivation,42.884
